0  -0.995624  0.989841  
0  -0.986142  0.975057  
0  -0.977389  0.972627  
0  -0.968636  0.961875  
0  -0.959519  0.93918  
0  -0.948942  0.929721  
0  -0.946025  0.657307  
0  -0.942378  0.649092  
0  -0.936543  0.644736  
0  -0.929978  0.636163  
0  -0.924143  0.627014  
0  -0.919402  0.623054  
0  -0.911743  0.615873  
0  -0.906273  0.612084  
0  -0.901532  0.597828  
0  -0.896791  0.595137  
0  -0.890226  0.587595  
0  -0.876368  0.585846  
0  -0.869438  0.5723  
0  -0.863603  0.570169  
0  -0.859592  0.559651  
1  -0.853392  0.543525  
1  -0.839533  0.531163  
1  -0.82531  0.519197  
1  -0.821663  0.501285  
1  -0.818381  0.498442  
1  -0.809263  0.491731  
1  -0.80671  0.481726  
1  -0.795405  0.351777  
1  -0.789934  0.345465  
1  -0.786652  0.343619  
1  -0.778629  0.341407  
2  -0.773523  0.334023  
2  -0.766594  0.332952  
2  -0.765864  0.324591  
2  -0.762217  0.321622  
2  -0.748724  0.320276  
2  -0.743618  0.319394  
2  -0.741065  0.306088  
2  -0.739241  0.296215  
2  -0.737053  0.292856  
2  -0.730489  0.288398  
2  -0.713348  0.285823  
2  -0.708607  0.280443  
2  -0.703136  0.278362  
2  -0.68089  0.273081  
2  -0.666302  0.261888  
2  -0.660832  0.258171  
2  -0.613786  0.255558  
2  -0.60795  0.244666  
3  -0.54194  0.213884  
3  -0.588986  0.215107  
3  -0.509482  0.188187  
3  -0.450401  0.161446  
3  -0.276805  0.148018  
3  -0.276805  0.148018  
